units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,no_of_days,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
18,A/C Receiver Drier,1,False,Volvo,Climate Control,Driers & Accumulators,2018,24564,365,True,True,False,16
296,Pulse Wiper Relay,1,False,Saab,Electrical,"Relays, Switches, Solenoids",2016,193049,365,True,True,False,4
166,Automatic Transmission Filter,1,False,Mercedes-Benz,Transmission,Filters,2018,234291,365,True,False,False,12
281,Windshield Washer Pump,1,False,Audi,Body,Wiper & Washer System,2018,26136,365,True,True,True,6
69,Suspension Stabilizer Bar Bushing,4,False,Mercedes-Benz,Suspension,Mountings & Bushings,2019,18465,365,True,True,True,13
227,Engine Cooling Fan Clutch,1,False,BMW,Cooling,Clutches,2020,88403,365,True,True,True,10
172,Suspension Control Arm Bushing,2,False,Porsche,Suspension,Mountings & Bushings,2016,4214,365,True,False,True,4
18,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2020,5205,365,False,False,False,17
94,A/C Hose Assembly,1,False,Jaguar,Climate Control,"Hoses, Pipes, Tubes",2018,10227,365,True,True,False,18
55,Drive Belt Tensioner,1,False,Chevrolet,Engine,Pulleys & Tensioners,2020,126602,365,True,False,False,1
334,Engine Intake Manifold Actuator,2,True,Volkswagen,Fuel,Fuel Supply,2018,36478,365,True,True,True,1
289,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2017,58437,365,True,True,True,9
87,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2016,166519,365,True,True,False,3
75,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2019,662418,365,False,False,False,8
4,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2018,10627,365,False,False,False,19
229,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2019,13349,365,False,True,True,17
12,HVAC Servo,1,False,Audi,Climate Control,Motors & Servos,2017,634071,365,True,True,False,3
1929,Brake Light Switch,1,False,Dodge,Electrical,"Relays, Switches, Solenoids",2016,349356,365,True,True,False,7
298,Suspension Stabilizer Bar Link,2,False,Mercedes-Benz,Suspension,Stabilizers,2017,177255,365,True,True,False,8
239,Parking Brake Handle Assembly,1,True,Mercedes-Benz,Body,Interior Trim,2020,51523,365,True,False,True,1
1143,Engine Coolant Reservoir,1,False,Volkswagen,Cooling,Expansion Tanks & Parts,2017,304114,365,True,True,False,7
183,Suspension Control Arm,1,False,Volvo,Suspension,Control Arms,2019,149987,365,False,True,True,11
86,Suspension Stabilizer Bar Link,2,False,Jaguar,Suspension,Stabilizers,2019,70202,365,False,True,False,7
308,Sunroof Seal,2,False,Porsche,Body,Gaskets & Seals,2018,34205,365,True,True,True,4
457,Fuel Pump Module Assembly,1,False,Mercedes-Benz,Fuel,Fuel Supply,2018,277219,365,True,True,True,2
61,Engine Crankcase Breather Hose,1,False,Land Rover,Fuel,Emissions,2018,22130,365,False,True,False,9
3,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,927,365,False,False,False,17
126,Fuse Box Cover,1,False,Porsche,Electrical,Charging System,2017,17909,365,True,False,True,1
68,Engine Coolant Reservoir Hose,1,False,Mini,Cooling,"Hoses, Pipes, Tubes",2019,81602,365,True,False,True,8
30,Engine Camshaft Position Sensor,2,False,Mercury,Engine,Sensors & Senders,2016,20458,365,True,False,False,1
149,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2018,22730,365,True,False,False,2
495,Windshield Glass Seal Lock,1,False,Jaguar,Body,Gaskets & Seals,2016,1979,365,False,True,False,17
37,Drive Belt Tensioner,1,False,Audi,Engine,Pulleys & Tensioners,2016,70331,309,True,True,True,0
72,Tail Light Lens,1,False,Porsche,Electrical,Tail Lamps,2020,6691,365,True,True,True,7
6,Exterior Door Handle Cover,1,False,Land Rover,Accessories,Exterior Trim,2019,15974,365,False,False,False,9
827,Engine Cylinder Head Nut,24,False,Porsche,Engine,Hardware,2016,40391,365,True,False,False,2
2,A/C Receiver Drier,1,False,BMW,Climate Control,Driers & Accumulators,2018,20251,365,False,True,False,19
19,Door Window Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2019,5763,365,True,False,False,10
203,HVAC Heater Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2017,22451,365,True,True,False,18
92,HVAC Heater Blend Door Lever,2,True,Saab,Climate Control,Miscellaneous,2020,41818,365,True,False,True,4
485,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2020,415564,365,False,True,True,8
132,HVAC Heater Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2016,70060,365,True,True,True,2
143,Deck Lid Handle,1,False,BMW,Body,Doors & Windows,2016,260056,365,True,True,True,3
119,Engine Water Pump,1,False,Porsche,Cooling,Water Pumps,2018,4893,365,True,True,True,4
76,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2019,166436,365,True,False,False,9
5,Suspension Stabilizer Bar Bracket,1,False,Mercedes-Benz,Suspension,Stabilizers,2020,189526,63,False,False,False,0
41,Engine Oil Cooler Seal,2,False,Jaguar,Engine,Gaskets & Seals,2018,35741,365,True,True,False,4
74,Alternator Cooling Hose,1,False,BMW,Engine,"Hoses, Pipes, Tubes",2019,43705,365,True,True,False,1
71,Radiator Coolant Hose,1,False,Land Rover,Cooling,"Hoses, Pipes, Tubes",2020,4009,365,True,True,False,19
25,Suspension Control Arm,1,False,Audi,Suspension,Control Arms,2018,142035,365,True,True,False,1
331,Engine Coolant Level Sensor,1,False,BMW,Electrical,Sensors & Senders,2018,22321,365,True,True,True,4
80,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2016,269564,365,True,True,True,3
10,Grille Insert,1,False,Chrysler,Body,Grilles,2020,244852,365,False,True,False,13
24,Engine Variable Timing Solenoid,1,False,Kia,Engine,"Relays, Switches, Solenoids",2020,955747,105,False,False,False,0
46,Engine Cylinder Head Nut Washer Set,1,False,Porsche,Engine,Hardware,2018,29403,365,True,True,False,4
482,Hatch Lock,1,False,Land Rover,Body,Hinges & Latches,2020,97808,365,True,True,True,1
181,Engine Oil Pan,1,False,Audi,Engine,Engine Mechanical,2019,82198,365,True,True,True,3
19,Engine Coolant Reservoir,1,False,Audi,Cooling,Expansion Tanks & Parts,2018,212117,138,True,True,False,0
21,Steering Tie Rod End,2,False,Audi,Steering,Steering,2017,71700,365,True,True,False,2
72,Engine Timing Belt Roller,1,False,Volkswagen,Engine,Pulleys & Tensioners,2016,471605,365,True,True,False,7
3,Radiator Coolant Hose Flange,1,False,Audi,Cooling,Flanges & Housings,2016,8259,365,False,False,False,4
569,Suspension Subframe Mount,2,False,Jaguar,Suspension,Mountings & Bushings,2018,20645,365,True,True,False,19
238,Engine Compartment Seal,1,False,Porsche,Engine,Gaskets & Seals,2018,31959,365,True,True,True,5
239,Engine Crankcase Breather Hose,1,False,Mercedes-Benz,Fuel,Emissions,2016,29738,365,True,False,True,4
658,Engine Coolant Bypass Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2016,13519,365,True,True,True,14
488,Suspension Stabilizer Bar Bushing,2,False,Jaguar,Suspension,Mountings & Bushings,2018,35294,365,True,True,True,7
2,Bumper Seal,10,False,Jaguar,Body,Gaskets & Seals,2019,1671,365,False,False,False,20
155,Multi Purpose Relay,2,False,Chevrolet,Electrical,"Relays, Switches, Solenoids",2020,1565108,365,False,True,False,6
130,Engine Crankcase Breather Hose,1,False,Audi,Fuel,Emissions,2017,44216,365,True,False,True,3
40,HVAC Heater Blend Door Actuator,1,False,Cadillac,Climate Control,Motors & Servos,2018,3316079,227,True,True,False,0
707,Engine Valve Cover Nut,16,True,BMW,Engine,Hardware,2019,162098,335,True,False,True,0
1571,Engine Coolant Reservoir,1,False,Mercedes-Benz,Cooling,Expansion Tanks & Parts,2018,369441,365,True,True,False,10
635,Automatic Transmission Oil Pan,1,False,Jeep,Transmission,Miscellaneous,2017,1202343,365,True,True,True,3
146,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2019,22730,365,True,False,False,3
144,Engine Oil Cooler Hose Seal,4,True,Saab,Cooling,Gaskets & Seals,2018,93007,365,True,False,True,1
16,Suspension Control Arm and Ball Joint Assembly,1,False,Chevrolet,Suspension,Control Arms,2019,446742,263,False,True,False,0
411,Fuel Tank Sending Unit,1,False,BMW,Fuel,Sensors & Senders,2019,154866,365,True,True,True,4
33,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2020,12572,365,True,True,True,2
8,Engine Cooling Fan Clutch,1,False,Mercury,Cooling,Clutches,2020,1341753,99,False,False,False,0
761,Suspension Stabilizer Bar Link,2,False,Saab,Suspension,Stabilizers,2016,126093,365,False,True,False,7
62,HVAC Heater Control Valve O-Ring,1,False,Volkswagen,Climate Control,Gaskets & Seals,2019,4107899,365,True,True,False,5
281,Engine Variable Timing Adjuster Seal,2,True,Porsche,Engine,Gaskets & Seals,2017,26923,242,True,True,True,0
160,Suspension Control Arm,1,False,Saab,Suspension,Control Arms,2016,55621,365,True,True,False,7
182,HVAC Heater Pipe Retainer,1,False,Porsche,Body,Miscellaneous,2017,35486,365,True,True,True,1
46,Engine Oil Filter Housing Gasket,1,False,Mini,Engine,Gaskets & Seals,2020,343360,365,True,False,False,1
195,Drive Belt Tensioner Assembly,1,False,Toyota,Engine,Pulleys & Tensioners,2020,1690754,365,True,False,False,2
96,Suspension Control Arm Bushing,2,False,BMW,Suspension,Mountings & Bushings,2017,345431,365,False,True,False,11
17,HVAC Heater Blend Door Actuator,1,False,Oldsmobile,Climate Control,Motors & Servos,2020,488185,365,False,True,False,2
289,Engine Coolant Level Sensor,1,False,BMW,Electrical,Sensors & Senders,2018,133926,365,True,True,False,4
45,Engine Timing Belt Roller,1,True,Porsche,Engine,Pulleys & Tensioners,2020,29792,35,True,False,True,0
36,Automatic Transmission Shift Handle,1,False,Mercedes-Benz,Accessories,Shift Knobs,2016,94003,365,False,False,False,17
85,Engine Oil Pressure Switch,1,False,Audi,Electrical,Sensors & Senders,2019,135559,365,False,False,False,1
49,Suspension Stabilizer Bar Bushing,2,False,BMW,Suspension,Mountings & Bushings,2020,323781,365,False,False,False,3
26,Door Seal,1,False,Jaguar,Body,Gaskets & Seals,2019,8902,365,True,False,False,20
42,Engine Air Intake Hose,1,True,Land Rover,Fuel,"Hoses, Pipes, Tubes",2020,22130,365,True,True,False,3
103,Hood Lift Support,2,False,Mercedes-Benz,Body,Lift Struts,2018,113355,365,True,False,False,1
28,Ignition Coil,1,False,Kia,Electrical,Ignition System,2019,63331,365,False,True,False,1
884,Engine Oil Filler Cap,1,False,Maybach,Engine,Caps & Boots,2016,2922508,365,True,True,False,6
1572,Engine Coolant Reservoir,1,False,Jaguar,Cooling,Expansion Tanks & Parts,2016,78279,365,True,True,True,-2
6,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2018,17145,365,False,False,False,19
50,Suspension Stabilizer Bar Link,1,False,Mercedes-Benz,Suspension,Stabilizers,2020,229173,365,False,False,False,4
61,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,8419,365,True,True,True,19
591,HVAC Heater Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,38641,365,True,True,False,11
101,ABS Wheel Speed Sensor,1,False,Audi,Brakes,Sensors & Senders,2020,3416532,167,True,True,False,0
701,Suspension Subframe Mount,4,False,Jaguar,Suspension,Mountings & Bushings,2016,29820,365,True,True,False,17
1,Door Pillar Post Trim Set,1,False,Land Rover,Accessories,Exterior Trim,2016,45282,365,False,False,False,7
28,Valley Pan Cover,1,True,BMW,Engine,Engine Mechanical,2020,202000,365,False,True,False,4
8130,Engine Crankcase Breather Hose,1,False,Audi,Fuel,Emissions,2016,614890,365,True,True,False,3
1,Remote Key Button Insert,1,False,Volvo,Electrical,Miscellaneous,2020,151696,365,True,True,True,10
22,Suspension Strut Mount,2,False,Volkswagen,Suspension,Mountings & Bushings,2020,2582,365,False,False,False,9
20,Engine Coolant Reservoir,1,False,Oldsmobile,Cooling,Expansion Tanks & Parts,2020,917084,113,True,False,False,0
29,Hood Seal,1,True,Porsche,Body,Gaskets & Seals,2020,7541,365,False,False,True,1
75,Suspension Stabilizer Bar Bushing,2,True,Porsche,Suspension,Mountings & Bushings,2020,40397,365,True,False,True,3
286,Door Window Switch,3,False,Porsche,Electrical,"Relays, Switches, Solenoids",2019,13924,365,True,True,True,14
184,Air Filter Housing Strap,4,True,Porsche,Engine,Engine Mechanical,2018,3922,365,True,True,True,1
175,Drive Belt Tensioner,1,True,Land Rover,Engine,Pulleys & Tensioners,2020,71839,365,True,True,True,2
40,Belt Tensioner Damper,1,False,Volkswagen,Engine,Pulleys & Tensioners,2017,59991,365,False,True,False,8
36,Engine Water Pump,1,False,Audi,Cooling,Water Pumps,2020,16164,365,True,True,False,6
98,Engine Mount,3,False,Jaguar,Engine,Mountings & Bushings,2019,1671,365,True,True,False,20
71,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2019,141165,365,True,True,True,4
446,Ignition Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2016,161703,365,True,True,False,6
50,HVAC Blower Motor,1,False,Mercedes-Benz,Climate Control,Motors & Servos,2019,58158,365,True,True,False,10
216,Engine Water Pump,1,False,Porsche,Cooling,Water Pumps,2019,106347,365,True,True,False,13
5,Suspension Trailing Arm,1,False,Audi,Suspension,Mountings & Bushings,2019,1180174,145,False,True,False,0
40,Drive Belt Tensioner,1,False,Mini,Engine,Pulleys & Tensioners,2017,81602,143,True,True,True,0
88,Suspension Subframe Mount,2,False,BMW,Suspension,Mountings & Bushings,2018,55240,365,True,False,False,11
7792,Windshield Washer Pump,2,False,Mercedes-Benz,Body,Wiper & Washer System,2016,7859381,365,True,True,False,6
227,Steering Tie Rod Assembly,1,False,Mercedes-Benz,Steering,Steering,2020,58313,365,True,False,True,11
60,Radiator Coolant Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2019,2485,365,False,False,False,10
20,Headlight Assembly,1,False,Volvo,Electrical,Headlamps,2019,52689,365,True,True,True,11
258,Turn Signal Light Lens,2,True,BMW,Electrical,Turn Indicator Lamps,2020,48713,365,True,True,True,3
33,Turbocharger Intercooler Hose,1,False,Volvo,Fuel,"Turbo, Parts & Controls",2019,21348,365,True,True,False,12
3,Engine Water Pump,1,False,Audi,Cooling,Water Pumps,2016,2086,365,True,False,False,6
138,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2017,8419,365,True,True,False,15
17,Engine Coolant Reservoir Cap,1,True,Mini,Cooling,Caps & Boots,2017,86936,9,False,False,False,0
155,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,2897,365,True,True,False,20
102,Hood Seal,1,False,Porsche,Body,Gaskets & Seals,2018,6693,365,True,True,False,2
314,Engine Oil Separator Boot,1,False,Porsche,Engine,Miscellaneous,2016,80921,365,True,True,True,7
122,Universal Joint,2,False,Suzuki,Steering,Steering,2017,53537,365,True,False,False,18
3039,Disc Brake Pad Wear Sensor,2,False,Audi,Brakes,Sensors & Senders,2017,237284,365,True,True,False,8
70,Engine Water Pump,1,False,Mercury,Cooling,Water Pumps,2017,70202,365,False,True,False,3
123,Grille,1,False,Mercedes-Benz,Body,Grilles,2016,39200,365,True,True,True,17
111,Suspension Control Arm,1,True,Jaguar,Suspension,Control Arms,2020,47649,365,True,True,False,3
283,Engine Mount,1,False,Mercedes-Benz,Engine,Mountings & Bushings,2016,7899,365,True,True,True,13
1255,PCV Valve,1,False,Saab,Fuel,Emissions,2020,98435,365,True,True,False,9
285,Manual Transmission Shift Lever Bushing,1,True,BMW,Transmission,Mountings & Bushings,2020,28554,365,True,True,True,3
197,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,8455,365,False,True,True,18
517,Engine Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2020,66949,365,True,True,True,2
3986,Automatic Transmission Plug Adapter,1,False,Mercedes-Benz,Transmission,Miscellaneous,2019,1243626,365,True,True,True,11
13,Side Marker Light Assembly,1,False,Volvo,Electrical,Marker Lamps,2020,10830,365,True,True,False,12
67,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2020,77090,365,True,True,False,4
459,Engine Water Pump Housing O-Ring,2,False,BMW,Cooling,Gaskets & Seals,2020,118991,365,False,True,False,8
245,Fuel Tank Sending Unit,1,True,Mercedes-Benz,Fuel,Sensors & Senders,2019,30116,365,True,True,True,1
44,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2020,52812,365,True,True,True,13
122,Disc Brake Pad Wear Sensor,2,False,Freightliner,Brakes,Sensors & Senders,2020,33039,365,True,False,False,10
58,A/C Hose Assembly,1,False,Jaguar,Climate Control,"Hoses, Pipes, Tubes",2018,6522,365,True,True,False,17
853,Power Steering Reservoir Hose,1,False,BMW,Steering,"Hoses, Pipes, Tubes",2020,460127,365,True,True,True,8
1258,Hood Lift Support,2,False,Porsche,Body,Lift Struts,2020,28251,365,True,True,True,14
308,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2016,431414,365,True,True,False,3
14,Trunk Lid Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,22445,365,True,True,False,20
181,Electric Fuel Pump,1,False,Volkswagen,Fuel,Fuel Supply,2018,35471,365,True,True,True,2
4,Tail Light,1,False,Volvo,Electrical,Tail Lamps,2020,43769,365,True,False,False,6
1733,Radiator Coolant Hose Flange,1,False,Volkswagen,Cooling,Flanges & Housings,2019,66160,365,True,True,True,1
453,Engine Intake Manifold Gasket,2,False,Land Rover,Engine,Gaskets & Seals,2018,100112,365,True,True,False,12
33,HVAC Blower Motor,1,False,Volkswagen,Climate Control,Motors & Servos,2016,1075003,203,False,False,False,0
24,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,528,365,True,False,False,15
17,Engine Coolant Temperature Sensor,1,False,Mercedes-Benz,Electrical,Sensors & Senders,2018,958796,174,True,False,False,0
21,Engine Cooling Fan Switch,1,False,BMW,Electrical,"Relays, Switches, Solenoids",2018,314675,331,False,False,False,0
1150,Fog Light Lens,2,False,Mercedes-Benz,Electrical,Fog Lamps,2017,91625,365,True,True,True,1
62,Suspension Control Arm,1,False,Saab,Suspension,Control Arms,2016,55621,365,True,False,False,8
635,Automatic Transmission Oil Pan,1,False,Dodge,Transmission,Miscellaneous,2017,1202343,365,True,True,True,3
263,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2020,27836,365,True,True,False,10
109,Automatic Transmission Mount,2,False,BMW,Transmission,Mountings & Bushings,2017,158039,365,False,False,False,1
869,Engine Oil Filler Cap,1,False,Maybach,Engine,Caps & Boots,2017,2922508,365,True,True,False,7
99,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2020,18373,274,False,False,False,0
4646,Engine Coolant Temperature Sensor O-Ring,1,False,Volkswagen,Climate Control,Gaskets & Seals,2016,4107899,365,True,True,False,6
30,HVAC Blower Motor,1,False,Audi,Climate Control,Motors & Servos,2017,340612,365,True,False,False,1
311,Engine Intake Manifold Gasket,6,False,Jaguar,Engine,Gaskets & Seals,2020,108203,365,True,True,False,8
12,Engine Coolant Bleed Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,775,365,False,False,False,11
196,Engine Cooling Fan Clutch,1,False,Mercedes-Benz,Cooling,Clutches,2019,45975,365,True,True,True,12
875,Antenna Seal,1,False,BMW,Electrical,Antenna,2017,72312,365,True,True,True,2
4,Steering Tie Rod End,1,False,Mercedes-Benz,Steering,Steering,2017,19247,365,False,False,False,4
805,Automatic Transmission Valve Body Sealing Sleeve,1,False,Ford,Transmission,Caps & Boots,2018,1581153,365,True,True,False,4
247,Engine Crankcase Breather Connector,1,False,Volkswagen,Engine,Emissions,2020,606382,365,False,True,False,8
26,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2020,37024,365,True,True,False,9
19,Engine Water Pump,1,False,Land Rover,Cooling,Water Pumps,2019,7754,365,True,False,True,5
201,Window Regulator,1,False,Mercedes-Benz,Body,Regulators,2016,50351,365,True,True,False,8
43,Fuel Pump Module Assembly,1,False,Audi,Fuel,Fuel Supply,2018,178253,365,True,True,True,4
152,Engine Oil Filler Cap,1,False,Audi,Engine,Caps & Boots,2016,1366909,365,True,True,False,1
157,Engine Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2017,10909,365,True,True,True,13
363,HVAC Heater Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2019,270291,365,True,True,True,7
10,Disc Brake Pad Wear Sensor,1,False,Audi,Brakes,Sensors & Senders,2016,670,365,False,False,False,5
21,Hood Seal,1,False,Jaguar,Body,Gaskets & Seals,2016,2028,365,False,False,False,17
724,Suspension Strut Bumper,2,False,Audi,Suspension,Mountings & Bushings,2018,695177,365,True,True,False,5
6,A/C Receiver Drier,1,False,Saab,Climate Control,Driers & Accumulators,2019,475,365,True,True,False,20
3194,Automatic Transmission Plug Adapter,1,False,Dodge,Transmission,Miscellaneous,2020,1243626,365,True,True,True,12
254,Disc Brake Pad Wear Sensor,1,False,Land Rover,Brakes,Sensors & Senders,2018,60224,365,True,True,False,8
6,HVAC Heater Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2017,1610,365,True,False,False,14
597,Suspension Ball Joint Nut / Washer,2,False,Porsche,Suspension,Ball Joints,2017,52205,365,True,True,False,2
35,HVAC Blower Motor Resistor,1,False,Audi,Climate Control,Motors & Servos,2019,17633,365,False,False,False,6
138,Window Guide,1,False,Porsche,Body,Doors & Windows,2020,9069,365,True,False,True,4
103,Ignition Coil,1,False,Mercedes-Benz,Electrical,Ignition System,2020,37398,365,False,True,False,3
908,Engine Coolant Temperature Sender,1,False,Jaguar,Electrical,Sensors & Senders,2017,42289,365,True,True,False,15
245,Engine Crankcase Breather Hose,1,False,BMW,Fuel,Emissions,2019,752320,365,False,True,True,4
32,Windshield Seal,1,False,Jaguar,Body,Gaskets & Seals,2020,7874,365,True,True,False,21
178,Suspension Control Arm,1,False,BMW,Suspension,Control Arms,2020,243519,365,True,False,False,3
35,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2019,68327,365,True,False,False,20
42,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,19247,365,True,True,False,17
350,Automatic Transmission Filter,1,False,Chrysler,Transmission,Filters,2018,1603860,365,True,True,False,12
149,Engine Crankcase Breather Hose,1,False,Audi,Fuel,Emissions,2019,167987,365,True,True,True,6
39,Trunk Lid Seal,1,False,BMW,Body,Gaskets & Seals,2018,5947,365,True,False,True,19
2,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,374,365,True,False,False,8
5,Steering Tie Rod End,1,False,Audi,Steering,Steering,2020,14434,365,False,False,False,10
65,Belt Tensioner Spring,1,False,Mercedes-Benz,Engine,Shocks & Springs,2018,15651,365,True,True,True,2
10642,Engine Valve Cover Washer Seal,22,True,BMW,Engine,Gaskets & Seals,2019,1203139,365,True,True,False,7
323,Radiator Drain Plug,1,False,BMW,Cooling,Radiator / Matrix,2019,162299,365,True,True,True,5
10,HVAC Heater Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2020,1659,365,True,False,True,15
108,Turn Signal Light Assembly,1,False,BMW,Electrical,Turn Indicator Lamps,2017,74184,365,False,False,False,18
510,Engine Coolant Reservoir,1,False,BMW,Cooling,Expansion Tanks & Parts,2019,177149,365,True,True,False,13
45,Engine Mount,1,False,Mercedes-Benz,Engine,Mountings & Bushings,2019,7899,365,True,True,False,16
102,Engine Coolant Thermostat / Water Inlet Assembly,1,False,Chevrolet,Cooling,Thermostats,2018,676112,258,True,True,False,0
2405,Dashboard Retainer,7,False,Porsche,Body,Miscellaneous,2020,44060,365,True,True,True,5
138,Windshield Post Trim Base,1,False,MG,Body,Gaskets & Seals,2020,23467,365,False,False,False,5
60,Disc Brake Pad Wear Sensor,2,False,BMW,Brakes,Sensors & Senders,2019,25491,365,False,True,False,9
158,Suspension Stabilizer Bar Bushing,2,False,BMW,Suspension,Mountings & Bushings,2018,140326,365,True,False,False,1
2031,Headlight Bulb,2,False,Ford,Electrical,Headlamps,2019,7142799,365,True,True,False,1
62,Air Cleaner Mount,3,False,Mercedes-Benz,Engine,Mountings & Bushings,2019,10462,365,True,True,True,10
7,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2020,49569,365,False,False,False,10
816,Engine Cooling Fan Resistor,1,False,Mini,Electrical,Engine Electrical,2018,154680,365,True,True,True,6
39,Air Filter Housing Gasket,1,False,Porsche,Fuel,Gaskets & Seals,2020,9149,365,False,False,True,5
1,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2016,9569,365,True,False,False,3
26,Suspension Stabilizer Bar Link Kit,2,False,Volvo,Suspension,Stabilizers,2018,442804,116,True,False,False,0
838,Convertible Top Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2019,67284,365,True,True,True,20
158,Drive Belt Idler Pulley,1,False,Volkswagen,Engine,Pulleys & Tensioners,2016,677653,330,True,True,True,0
363,Hood Lift Support,2,False,BMW,Body,Lift Struts,2016,471178,365,False,True,False,7
314,Door Window Switch,2,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2016,108279,365,True,True,False,7
1587,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2016,142068,365,False,True,False,6
338,Turn Signal Light Assembly,1,False,Mercedes-Benz,Electrical,Turn Indicator Lamps,2019,34987,365,True,True,True,18
185,Suspension Stabilizer Bar Link Kit,1,False,Volvo,Suspension,Stabilizers,2016,138424,365,True,False,False,1
233,Engine Crankcase Breather Hose,1,False,Volkswagen,Fuel,Emissions,2019,327678,365,True,True,True,6
68,Headlight Trim Ring,1,False,Jaguar,Accessories,Exterior Trim,2017,63766,365,False,False,False,12
122,Engine Coolant Reservoir,1,False,Mercury,Cooling,Expansion Tanks & Parts,2019,193982,365,True,True,False,1
126,Wheel Bearing,2,False,Volkswagen,Suspension,Bearings & Hubs,2019,385357,365,True,False,False,9
15,Exterior Door Handle Cover,1,False,BMW,Accessories,Exterior Trim,2019,192245,365,True,False,False,14
55,Drive Belt Idler Pulley,2,False,BMW,Engine,Pulleys & Tensioners,2019,36280,365,True,False,True,12
5,HVAC Blower Motor Regulator,1,False,Audi,Climate Control,Regulators,2017,340612,365,True,False,False,1
574,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2017,95716,365,False,True,False,8
38,A/C Receiver Drier,1,False,Jaguar,Climate Control,Driers & Accumulators,2016,25451,365,False,True,True,13
663,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2019,1088781,365,False,True,True,5
15,Grille,1,False,Mercedes-Benz,Body,Grilles,2018,113210,365,True,True,False,13
255,Window Regulator,1,False,BMW,Body,Regulators,2019,154866,365,True,True,True,11
49,HVAC Heater Control Valve,1,False,Freightliner,Climate Control,"Cables, Controls, Levers",2020,1002790,105,True,False,True,0
28,Suspension Control Arm,1,False,Audi,Suspension,Control Arms,2020,113357,365,True,False,False,3
