units_sold,partType,vehicleMaxQty,isDevelopment,make,category,subCat,year,TotalVIO,no_of_days,HasPartsAuthorityPurchased,HasWorldPacPurchased,HasSSFPurchased,sale_year_rank
423,Suspension Stabilizer Bar Link,2,False,BMW,Suspension,Stabilizers,2020,514282,365,False,True,False,13
245,Disc Brake Pad Wear Sensor,1,False,Audi,Brakes,Sensors & Senders,2018,478583,365,True,True,False,6
166,HVAC Auxiliary Fan Control Module,1,False,Volkswagen,Cooling,Regulators,2020,93636,365,True,True,False,9
87,Engine Crankshaft Pulley,1,False,Mercedes-Benz,Engine,Pulleys & Tensioners,2020,332791,365,True,True,False,3
347,Windshield Washer Pump,1,False,Porsche,Body,Wiper & Washer System,2019,40395,365,True,True,True,7
198,Engine Oil Pan,1,False,Volkswagen,Engine,Engine Mechanical,2018,794464,365,True,True,False,4
1,Steering Tie Rod End,1,False,Volkswagen,Steering,Steering,2017,2151,365,True,False,False,4
165,Drive Belt Tensioner,1,False,Cadillac,Engine,Pulleys & Tensioners,2019,3899167,266,False,True,False,0
311,Leaf Spring Shackle Kit,2,False,GMC,Suspension,Mountings & Bushings,2020,2059560,303,True,True,False,0
194,Engine Coolant Thermostat Seal,1,False,Jaguar,Engine,Gaskets & Seals,2019,83294,365,True,True,True,4
1100,Engine Crankcase Breather Hose,1,False,Audi,Fuel,Emissions,2020,86531,365,True,True,False,4
809,Electrical Pin Connector,1,False,BMW,Electrical,Miscellaneous,2017,3862035,365,True,True,True,1
75,Engine Crankshaft Pulley,1,False,Mini,Engine,Pulleys & Tensioners,2020,81602,365,False,True,False,3
2,HVAC Blower Motor Regulator,1,False,Volkswagen,Climate Control,Regulators,2016,340612,14,True,False,False,0
376,Engine Coolant Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2018,25378,365,True,True,True,12
4626,Brake Light Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2018,1028091,365,True,True,True,7
104,Electric Fuel Pump,1,False,Porsche,Fuel,Fuel Supply,2017,67467,365,True,True,False,5
252,Suspension Control Arm Bushing Kit,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2018,33617,365,True,True,False,14
190,Steering Tie Rod Assembly,1,False,BMW,Steering,Steering,2017,27354,365,True,True,False,10
40,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2016,17045,365,True,True,False,15
115,Radiator Mount,2,False,BMW,Cooling,Mountings & Bushings,2016,242916,365,True,True,True,4
104,Sunroof Seal,1,True,Porsche,Body,Gaskets & Seals,2019,8695,365,True,True,False,1
223,Door Mirror,2,False,Jensen,Body,Doors & Windows,2017,6675,365,True,False,False,10
278,Drive Shaft Flex Joint,2,True,Mercedes-Benz,Drivetrain & Hub,Driveshaft,2017,187714,365,True,True,False,11
26,Radiator Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2018,31129,365,True,False,False,10
60,Suspension Ball Joint,2,False,Mercedes-Benz,Suspension,Ball Joints,2017,296813,128,False,False,False,0
9,Side Marker Light,1,True,Porsche,Electrical,Marker Lamps,2019,7541,365,False,True,True,1
26,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,2348,365,True,False,False,19
24,Engine Mount,2,False,Mercedes-Benz,Engine,Mountings & Bushings,2019,39272,365,False,True,False,7
18,Drive Belt Idler Pulley,1,False,Volkswagen,Engine,Pulleys & Tensioners,2017,96511,187,True,False,False,0
9,Engine Water Pump,1,False,BMW,Cooling,Water Pumps,2018,1535,365,True,True,False,4
47,Electric Fuel Pump,1,False,Volvo,Fuel,Fuel Supply,2020,61737,365,True,True,False,5
81,Suspension Control Arm and Ball Joint Assembly,1,False,Volkswagen,Suspension,Control Arms,2017,84955,365,True,True,False,2
373,Suspension Trailing Arm Bushing,4,False,BMW,Suspension,Mountings & Bushings,2019,618383,365,True,True,False,11
426,HVAC Heater Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,38641,365,True,True,False,12
288,Disc Brake Caliper Piston Boot,8,False,Porsche,Brakes,Gaskets & Seals,2017,29123,365,False,False,False,4
61,Universal Joint,2,False,Infiniti,Steering,Steering,2019,53537,365,True,False,False,20
460,Radiator Coolant Hose,1,False,Saab,Cooling,"Hoses, Pipes, Tubes",2016,37253,365,True,True,False,6
18,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2019,3375,365,False,True,False,14
270,Drive Shaft End Bushing,2,False,Mercedes-Benz,Drivetrain & Hub,Driveshaft,2016,112412,365,True,False,True,5
70,Engine Water Pump,1,False,Audi,Cooling,Water Pumps,2016,44198,365,True,False,False,2
713,Suspension Strut Mount,2,False,Volvo,Suspension,Mountings & Bushings,2016,278453,365,False,True,True,5
8,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2019,2963,365,False,False,False,1
177,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2017,5205,365,True,True,False,18
110,Engine Oil Dipstick,1,False,Audi,Engine,Miscellaneous,2019,45360,365,True,False,False,3
99,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2016,24246,365,False,True,False,17
47,Trunk Lid Lift Support,2,False,Volkswagen,Body,Lift Struts,2016,197941,365,True,False,False,1
604,Suspension Subframe Mount,2,True,Jaguar,Suspension,Mountings & Bushings,2017,21601,365,True,True,False,10
1536,Headlight Bulb,2,False,Ford,Electrical,Headlamps,2019,4073409,365,True,True,False,1
291,Distributor Cover,1,False,Mercedes-Benz,Electrical,Ignition System,2018,40167,365,True,True,True,11
382,HVAC Heater Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2018,18474,365,True,True,True,15
72,Engine Water Pump,1,False,BMW,Cooling,Water Pumps,2016,25378,365,True,True,False,11
7629,Engine Valve Cover,1,False,BMW,Engine,Engine Mechanical,2020,468419,365,True,True,True,3
47,Turn Signal Switch,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2019,39200,365,True,True,True,9
940,Power Steering Reservoir Hose,1,False,Porsche,Steering,"Hoses, Pipes, Tubes",2016,29792,365,True,True,True,4
1808,Disc Brake Pad Shim,4,False,Porsche,Brakes,Miscellaneous,2019,26469,365,True,True,True,4
888,Engine Coolant Temperature Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2017,3792239,365,True,True,False,2
4,HVAC Heater Blend Door Actuator,1,False,Oldsmobile,Climate Control,Motors & Servos,2018,488185,143,False,True,False,0
771,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2018,296976,365,True,True,False,6
49,Exterior Door Handle,1,False,Oldsmobile,Body,Doors & Windows,2019,22173,365,True,True,False,7
232,Suspension Control Arm Bushing,2,False,Jaguar,Suspension,Mountings & Bushings,2018,80324,365,False,True,True,7
298,Drive Belt Idler Pulley,1,False,BMW,Engine,Pulleys & Tensioners,2020,180760,365,True,True,True,4
23,Engine Cylinder Head Nut Washer Set,1,False,Porsche,Engine,Hardware,2016,3301,365,False,False,False,2
100,Radiator Coolant Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2018,4766,365,True,True,False,17
433,HVAC Defrost and Heater Air Duct Hose,1,True,Porsche,Climate Control,Gaskets & Seals,2019,12486,365,True,True,True,1
10,Engine Coolant Hose,1,False,Mini,Cooling,"Hoses, Pipes, Tubes",2018,56048,365,True,False,True,7
30,Antenna Cover,1,False,Chrysler,Body,Exterior Trim,2016,417645,365,False,True,False,13
154,Back Up Light Switch Connector,1,False,Porsche,Electrical,"Relays, Switches, Solenoids",2019,42528,365,True,False,False,4
56,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2017,94771,365,False,True,False,7
361,Windshield Seal,1,False,Jaguar,Body,Gaskets & Seals,2020,9092,365,True,True,False,21
1852,Coil Spring Shim,2,True,BMW,Suspension,Mountings & Bushings,2019,707946,365,True,True,True,3
41,Engine Timing Cover,1,False,Audi,Engine,Miscellaneous,2017,14257,365,True,False,False,3
17,Engine Timing Belt Roller,1,False,Volkswagen,Engine,Pulleys & Tensioners,2017,130060,365,False,True,False,8
18,Engine Coolant Reservoir Hose,1,False,Land Rover,Cooling,"Hoses, Pipes, Tubes",2017,14110,365,True,False,True,9
78,Wheel Bearing,2,False,Audi,Suspension,Bearings & Hubs,2018,385357,365,True,False,False,8
5,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2017,2265,365,True,False,False,15
444,Engine Mount Bushing,1,True,Porsche,Engine,Mountings & Bushings,2019,92150,365,True,True,True,3
76,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2018,9430,365,True,True,True,15
928,Automatic Transmission Mount,2,False,Audi,Transmission,Mountings & Bushings,2016,372834,365,True,True,False,4
1003,Sun Visor Clip,2,True,Mercedes-Benz,Body,Interior Trim,2017,70193,365,True,True,False,3
51,Door Window Switch,3,False,Audi,Electrical,"Relays, Switches, Solenoids",2020,470480,237,True,False,False,0
24,Differential Bleeder Filter,1,False,Volvo,Transmission,Miscellaneous,2016,480734,245,True,False,True,0
84,Radiator Coolant Hose,1,False,Triumph,Cooling,"Hoses, Pipes, Tubes",2020,2485,365,False,False,False,11
21,Drive Belt Tensioner Pulley,2,False,BMW,Engine,Pulleys & Tensioners,2017,5682,365,True,False,False,1
1443,Antenna Mast,1,True,Volkswagen,Electrical,Antenna,2019,1270503,365,True,True,True,8
160,Engine Coolant Bypass Hose,1,False,Jaguar,Cooling,"Hoses, Pipes, Tubes",2016,2130,365,True,True,False,17
188,Back Glass Seal,1,False,Jaguar,Body,Gaskets & Seals,2018,7722,365,False,True,False,19
63,HVAC Heater Hose,1,False,BMW,Cooling,"Hoses, Pipes, Tubes",2016,35604,365,True,True,False,10
127,Engine Water Pump,1,False,BMW,Cooling,Water Pumps,2020,25469,365,True,True,False,5
427,Disc Brake Pad Wear Sensor,1,False,Mini,Brakes,Sensors & Senders,2019,183689,365,False,True,False,8
150,Starter Motor,1,False,Land Rover,Electrical,Engine Electrical,2020,92923,365,True,True,False,14
138,Ignition Coil,12,False,Mercedes-Benz,Electrical,Ignition System,2017,33072,365,True,False,False,2
103,HVAC Auxiliary Fan Control Module,1,False,Audi,Cooling,Regulators,2018,93636,365,True,True,False,7
314,HVAC Heater Blend Door Actuator,1,False,Cadillac,Climate Control,Motors & Servos,2019,2847773,365,True,True,False,1
372,Door Seal,1,True,Porsche,Body,Gaskets & Seals,2020,28548,365,True,True,True,4
43,Engine Crankcase Breather Hose,1,False,Volvo,Fuel,Emissions,2019,81289,365,False,False,False,1
33,Suspension Control Arm Bushing,2,False,Volkswagen,Suspension,Mountings & Bushings,2016,2120364,358,True,True,False,0
430,Trunk Lid Seal,1,False,BMW,Body,Gaskets & Seals,2018,60670,365,True,True,True,19
18,Engine Crankcase Breather Hose,1,False,Porsche,Fuel,Emissions,2019,5368,365,True,True,True,3
139,HVAC Blower Motor,1,False,Audi,Climate Control,Motors & Servos,2019,1247718,365,False,False,False,3
340,A/C Expansion Valve,1,False,Hyundai,Climate Control,Expansion Valve,2020,122574,365,True,True,False,15
100,Engine Oil Dipstick,1,True,Porsche,Engine,Miscellaneous,2020,10293,365,True,False,True,3
187,Vacuum Hose Connector,1,False,Volvo,Fuel,"Hoses, Pipes, Tubes",2017,227303,365,True,True,True,8
214,Tailgate Glass Hinge,2,True,Ford,Body,Hinges & Latches,2019,818324,265,False,True,False,0
530,Disc Brake Pad Wear Sensor,2,False,Porsche,Brakes,Sensors & Senders,2016,95716,365,False,True,False,7
66,Engine Cooling Fan Clutch Bearing Bracket,1,False,Mercedes-Benz,Cooling,Clutches,2018,19489,365,True,True,True,12
172,Suspension Stabilizer Bar Bushing,2,False,BMW,Suspension,Mountings & Bushings,2018,116095,365,False,True,False,1
2922,Ignition Coil,8,False,Mercedes-Benz,Electrical,Ignition System,2020,1159151,365,True,True,False,3
851,Engine Coolant Temperature Sensor,1,False,Volvo,Electrical,Sensors & Senders,2017,115341,365,True,True,False,6
1761,Exhaust Muffler Mount,4,False,Jaguar,Exhaust,Mountings & Bushings,2018,1671,365,True,False,False,12
50,Vacuum Line Adapter,1,True,Mercedes-Benz,Engine,Emissions,2018,93759,346,True,True,False,0
34,Tail Light Lens,1,True,Mercedes-Benz,Electrical,Tail Lamps,2020,30116,365,True,True,False,2
14,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2019,949,365,True,False,False,16
12148,Power Steering Reservoir Gasket,1,False,Mercedes-Benz,Steering,Gaskets & Seals,2019,1956863,365,True,True,False,9
1160,Vacuum Check Valve,1,False,Volkswagen,Fuel,Emissions,2019,392815,365,True,True,False,7
33,Radiator Coolant Hose,1,False,MG,Cooling,"Hoses, Pipes, Tubes",2020,2976,365,False,False,False,9
622,Engine Crankcase Vent Valve,1,False,BMW,Fuel,Emissions,2017,750266,365,True,True,False,4
208,Hazard Warning Switch,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2016,683834,365,True,False,False,6
1427,Headlight Bucket Drain Tube,4,False,Porsche,Electrical,Headlamps,2019,52203,365,True,False,False,3
35,Radiator Coolant Hose,1,False,Mercedes-Benz,Cooling,"Hoses, Pipes, Tubes",2019,15612,365,False,False,False,15
1294,Suspension Strut Bearing,2,False,Volvo,Suspension,Mountings & Bushings,2016,173424,365,True,True,True,3
57,Suspension Stabilizer Bar Link,2,False,BMW,Suspension,Stabilizers,2017,822898,365,True,True,False,4
62,Door Seal,1,False,Mercedes-Benz,Body,Gaskets & Seals,2020,2692,365,True,True,False,21
346,Radiator Coolant Hose,1,False,Volvo,Cooling,"Hoses, Pipes, Tubes",2020,63984,365,True,True,True,8
706,Engine Mount,2,False,MG,Engine,Mountings & Bushings,2017,16272,365,True,True,False,18
136,Secondary Air Injection Pump,1,False,Mercedes-Benz,Engine,Emissions,2020,1159151,189,True,True,True,0
265,Multi Purpose Relay,1,False,Volkswagen,Electrical,"Relays, Switches, Solenoids",2019,1479918,365,True,True,True,6
159,Disc Brake Pad Wear Sensor,1,False,BMW,Brakes,Sensors & Senders,2020,88050,365,False,True,False,12
3,Engine Timing Idler Pulley,1,False,Volvo,Engine,Pulleys & Tensioners,2016,11375,365,False,False,False,8
277,Engine Intake Manifold,1,False,Ford,Engine,Fuel Supply,2018,1341693,271,True,True,False,0
163,Turn Signal Light Assembly,1,False,Volvo,Electrical,Turn Indicator Lamps,2020,109948,365,True,True,False,19
1350,Fuel Pump Strainer,1,False,Oldsmobile,Fuel,Fuel Supply,2020,1961525,365,True,False,False,2
242,Steering Tie Rod End,1,False,BMW,Steering,Steering,2017,36402,365,False,True,False,3
83,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2019,278552,365,False,True,False,9
809,Engine Crankcase Breather Hose,1,False,Mercedes-Benz,Fuel,Emissions,2017,844402,365,False,True,True,10
71,Headlight Bulb,2,False,Volkswagen,Electrical,Headlamps,2018,7142799,26,True,True,False,0
4,Suspension Control Arm,1,False,Mercedes-Benz,Suspension,Control Arms,2018,74086,365,True,False,False,6
2,Bumper Seal,10,False,Jaguar,Body,Gaskets & Seals,2020,1671,365,False,False,False,21
1176,Suspension Stabilizer Bar Link Bushing,4,False,Porsche,Suspension,Stabilizers,2020,18996,365,True,True,False,10
43,Disc Brake Caliper Repair Kit,2,False,Porsche,Brakes,Gaskets & Seals,2018,29123,365,True,True,True,5
305,Headlight Switch,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2018,42236,365,True,True,True,9
96,Automatic Transmission Mount,1,False,Mercedes-Benz,Transmission,Mountings & Bushings,2019,104855,365,True,True,False,20
171,Wheel Bearing,2,False,Volkswagen,Suspension,Bearings & Hubs,2020,385357,365,True,False,False,10
1,Dash Panel Overlay,1,False,Mercedes-Benz,Accessories,Wood Trim,2020,4597,365,False,False,False,19
23,Hood Vent,1,False,Mercedes-Benz,Accessories,Exterior Trim,2016,104554,365,False,False,False,10
688,Engine Coolant Reservoir,1,False,Audi,Cooling,Expansion Tanks & Parts,2016,33219,365,True,True,False,6
1,Towing Mirror,1,False,Ford,Body,Mirrors,2019,2348333,365,False,True,False,5
1512,Power Steering Reservoir,1,False,Mini,Steering,Steering,2016,1682181,365,True,True,True,9
100,Shock Mount,2,False,Audi,Suspension,Mountings & Bushings,2018,235479,365,False,True,False,6
1309,Engine Coolant Hose,1,True,BMW,Cooling,"Hoses, Pipes, Tubes",2020,135712,365,True,True,True,2
22,Drive Belt Tensioner,1,False,Mercedes-Benz,Engine,Pulleys & Tensioners,2016,70025,365,True,False,False,9
3861,Engine Coolant Thermostat Housing,1,False,Audi,Cooling,Flanges & Housings,2018,730319,365,True,True,True,8
13,Suspension Control Arm Bushing Kit,1,False,BMW,Suspension,Mountings & Bushings,2019,83037,365,False,True,False,12
309,Suspension Control Arm Bushing,2,False,Audi,Suspension,Mountings & Bushings,2016,2599046,365,True,True,False,3
8,A/C Receiver Drier,1,False,Volvo,Climate Control,Driers & Accumulators,2019,24564,365,True,True,False,17
333,Engine Cooling Fan Switch,1,False,Mercedes-Benz,Electrical,"Relays, Switches, Solenoids",2018,447654,365,True,False,False,7
255,Power Antenna,1,False,Volvo,Electrical,Antenna,2017,256672,365,True,True,False,17
311,Engine Cooling Fan Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2019,251831,365,True,True,False,7
110,Hood Lift Support,1,False,Audi,Body,Lift Struts,2017,239247,108,True,False,False,0
62,Engine Coolant Reservoir,1,False,Cadillac,Cooling,Expansion Tanks & Parts,2020,506847,365,True,True,False,2
2411,Antenna Mast,1,False,Mercedes-Benz,Electrical,Antenna,2020,161882,365,True,True,True,19
57,Brake Light Switch,1,False,Audi,Electrical,"Relays, Switches, Solenoids",2016,242167,365,True,False,False,6
14,A/C Expansion Valve,1,False,Porsche,Climate Control,Expansion Valve,2017,71923,365,True,True,False,4
5311,Automatic Transmission Plug Adapter,1,False,Chrysler,Transmission,Miscellaneous,2016,1243626,365,True,True,True,8
437,Ignition Coil,8,False,Audi,Electrical,Ignition System,2019,63750,365,False,False,False,2
512,Vapor Canister Shut-Off Valve Hose,1,False,Volvo,Fuel,"Hoses, Pipes, Tubes",2016,94841,365,True,True,True,7
225,Suspension Stabilizer Bar Bushing,2,False,Porsche,Suspension,Mountings & Bushings,2016,18350,365,True,True,False,6
28,Suspension Control Arm Bushing Kit,2,False,Mercedes-Benz,Suspension,Mountings & Bushings,2020,115889,365,False,True,False,13
132,Grille,1,False,Mercedes-Benz,Body,Grilles,2018,33617,365,True,True,True,19
287,Antenna Cover,1,False,Mercedes-Benz,Body,Exterior Trim,2020,178382,365,True,True,True,5
47,Engine Coolant Hose,1,False,Porsche,Cooling,"Hoses, Pipes, Tubes",2018,39194,365,True,True,True,11
218,Engine Coolant Reservoir,1,False,Mercedes-Benz,Cooling,Expansion Tanks & Parts,2019,69993,365,True,True,False,13
71,Headlight Bulb,2,False,Saab,Electrical,Headlamps,2018,7142799,26,True,True,False,0
113,Hood Lift Support,2,False,BMW,Body,Lift Struts,2018,10156,365,True,False,False,1
4238,Wheel Lug Bolt Cap,20,False,Audi,Body,Miscellaneous,2018,1368571,365,True,True,False,4
2,A/C Receiver Drier,1,False,Land Rover,Climate Control,Driers & Accumulators,2016,1153,365,False,True,False,15
44,Hood Lift Support,1,False,Audi,Body,Lift Struts,2018,22873,365,False,False,False,1
65,Engine Crankcase Breather Hose,1,True,Mercedes-Benz,Fuel,Emissions,2018,17113,365,True,True,True,1
32,A/C Receiver Drier,1,False,Mercedes-Benz,Climate Control,Driers & Accumulators,2019,19866,365,True,False,False,16
54,Engine Coolant Reservoir,1,False,Pontiac,Cooling,Expansion Tanks & Parts,2018,506847,269,True,True,False,0
62,Console Tray,1,False,Porsche,Body,Interior Trim,2019,9069,365,False,True,True,4
315,Suspension Stabilizer Bar Link Kit,1,False,Volvo,Suspension,Stabilizers,2018,40409,365,True,True,False,10
889,Engine Coolant Reservoir,1,False,Mazda,Cooling,Expansion Tanks & Parts,2019,181822,265,True,True,False,0
